ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8016847,2.06E-54,1.98E-57,-44.905899,120.782894,1.85051232,TRIM25,tripartite motif containing 25
7986789,1.20E-39,7.88E-42,-27.482726,85.035684,1.84914455,ATP10A,ATPase phospholipid transporting 10A (putative)
8130785,1.16E-25,4.35E-27,-16.469376,50.966848,1.84703442,GPR31,G protein-coupled receptor 31
7951977,4.32E-33,6.51E-35,-21.816656,69.066428,1.84614727,FXYD6-FXYD2///FXYD6,FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 6
7965423,1.35E-26,4.51E-28,-17.090475,53.243666,1.83983178,BTG1,BTG anti-proliferation factor 1
7949340,1.11E-49,1.97E-52,-38.482997,109.391088,1.83760562,BATF2,basic leucine zipper ATF-like transcription factor 2
8096602,4.63E-26,1.64E-27,-16.735315,51.947646,1.82226602,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1
8126086,8.40E-41,4.58E-43,-28.607838,87.884559,1.82189043,TMEM217,transmembrane protein 217
8092726,2.43E-15,2.87E-16,-10.33941,25.955485,1.82096841,CLDN1,claudin 1
8115210,2.43E-33,3.50E-35,-22.019117,69.689065,1.81658377,TNIP1,TNFAIP3 interacting protein 1
8066905,7.00E-59,3.11E-62,-52.002726,131.65515,1.81385042,ZNFX1,zinc finger NFX1-type containing 1
8180374,6.64E-47,1.65E-49,-35.123296,102.697481,1.81357643,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
7934898,7.98E-15,9.96E-16,-10.057327,24.710798,1.81319959,ANKRD22,ankyrin repeat domain 22
8089771,9.02E-32,1.65E-33,-20.781867,65.817089,1.81318098,CD80,CD80 molecule
8010287,3.00E-21,1.93E-22,-13.698513,40.213884,1.8099364,C1QTNF1,C1q and tumor necrosis factor related protein 1
8084630,1.96E-27,5.97E-29,-17.656311,55.276116,1.8065046,NMRAL1P1,NmrA like redox sensor 1 pseudogene 1
7951408,5.05E-38,3.89E-40,-26.000013,81.129728,1.80069113,CARD16,caspase recruitment domain family member 16
7991224,2.68E-35,2.95E-37,-23.624601,74.481259,1.79627913,HAPLN3,hyaluronan and proteoglycan link protein 3
8123606,3.39E-18,3.00E-19,-11.926044,32.837722,1.79482255,SERPINB9P1,serpin family B member 9 pseudogene 1
7923347,7.57E-24,3.54E-25,-15.299329,46.545274,1.79408962,LAD1,ladinin 1
8162455,2.34E-34,2.96E-36,-22.838458,72.166399,1.79191518,NINJ1,ninjurin 1
7935639,2.92E-56,1.95E-59,-47.752886,125.335938,1.78821756,SLC25A28,solute carrier family 25 member 28
8121596,5.04E-34,6.69E-36,-22.566052,71.350218,1.7836135,FAM26F,family with sequence similarity 26 member F
7914127,2.10E-22,1.18E-23,-14.398939,43.024024,1.78224,IFI6,interferon alpha inducible protein 6
8057744,1.76E-38,1.29E-40,-26.41227,82.233697,1.76734899,STAT1,signal transducer and activator of transcription 1
8044541,4.85E-16,5.38E-17,-10.722055,27.635131,1.76294835,IL36G,"interleukin 36, gamma"
8157058,2.95E-15,3.53E-16,-10.292557,25.7491,1.76277047,FSD1L,fibronectin type III and SPRY domain containing 1 like
8137526,2.54E-22,1.44E-23,-14.348054,42.821948,1.76126208,INSIG1,insulin induced gene 1
8131339,1.69E-26,5.70E-28,-17.025707,53.008493,1.7573047,FSCN1,fascin actin-bundling protein 1
8040655,6.91E-32,1.25E-33,-20.870671,66.100418,1.75386547,EPT1,ethanolaminephosphotransferase 1
8062377,1.17E-35,1.23E-37,-23.927471,75.357356,1.75157766,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
8164918,8.00E-30,1.82E-31,-19.340842,61.097575,1.75031348,SLC2A6,solute carrier family 2 member 6
8045695,7.62E-24,3.57E-25,-15.297054,46.536505,1.74659557,,
8000567,2.08E-28,5.67E-30,-18.328772,57.640634,1.73821179,IL27,interleukin 27
8088128,6.11E-61,1.36E-64,-55.864173,136.960958,1.73468992,DCP1A,decapping mRNA 1A
7985777,8.11E-44,3.34E-46,-31.636936,95.104935,1.73402516,ISG20,interferon stimulated exonuclease gene 20
7939376,1.05E-21,6.34E-23,-13.975735,41.333456,1.73193135,LDLRAD3,low density lipoprotein receptor class A domain containing 3
8025551,6.16E-49,1.16E-51,-37.568734,107.624892,1.72973829,C19orf66,chromosome 19 open reading frame 66
8173848,1.68E-45,5.34E-48,-33.490969,99.230987,1.72924496,HDX,highly divergent homeobox
8081548,1.40E-38,1.02E-40,-26.501945,82.471973,1.7244242,NECTIN3,nectin cell adhesion molecule 3
8067680,6.77E-52,9.54E-55,-41.345347,114.676194,1.72277673,HELZ2,helicase with zinc finger 2
8069565,4.54E-31,9.26E-33,-20.245399,64.087181,1.72060146,BTG3,BTG anti-proliferation factor 3
7946478,1.55E-37,1.28E-39,-25.559629,79.934671,1.72012694,DENND5A,DENN domain containing 5A
8045933,4.76E-42,2.35E-44,-29.822736,90.856207,1.71541472,TANK,TRAF family member associated NFKB activator
7909441,2.67E-21,1.70E-22,-13.729526,40.339605,1.71479267,G0S2,G0/G1 switch 2
7990555,1.08E-15,1.23E-16,-10.531935,26.801943,1.71293989,NRG4,neuregulin 4
8148572,2.62E-23,1.31E-24,-14.959256,45.227444,1.70575191,LY6E,"lymphocyte antigen 6 complex, locus E"
8015031,1.14E-13,1.58E-14,-9.434037,21.945369,1.69692734,CCR7,C-C motif chemokine receptor 7
8045539,1.14E-43,4.86E-46,-31.472834,94.729496,1.69432238,KYNU,kynureninase
8018864,2.45E-23,1.22E-24,-14.978323,45.301721,1.6850878,SOCS3,suppressor of cytokine signaling 3
8127534,2.13E-21,1.35E-22,-13.787925,40.576022,1.68446915,MB21D1,Mab-21 domain containing 1
7963770,3.63E-21,2.36E-22,-13.648912,40.012561,1.68166029,GPR84,G protein-coupled receptor 84
8069574,4.14E-29,1.02E-30,-18.828478,59.362545,1.67849752,C21orf91,chromosome 21 open reading frame 91
8147746,4.54E-21,3.00E-22,-13.589791,39.7722,1.67284216,,
7909610,5.52E-54,5.93E-57,-44.253844,119.7004,1.67031527,ATF3,activating transcription factor 3
7935058,5.31E-17,5.36E-18,-11.252882,29.945636,1.66083041,MYOF,myoferlin
7945371,4.32E-26,1.52E-27,-16.756501,52.025396,1.65903821,IFITM3,interferon induced transmembrane protein 3
7902660,7.91E-19,6.58E-20,-12.284965,34.360511,1.65894078,WDR63,WD repeat domain 63
8043945,1.65E-21,1.03E-22,-13.854205,40.843829,1.65820304,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
8072735,1.49E-45,4.71E-48,-33.548877,99.356546,1.65731009,APOL1,apolipoprotein L1
8027701,2.74E-27,8.50E-29,-17.556564,54.920697,1.65502702,GRAMD1A,GRAM domain containing 1A
8067221,1.21E-28,3.21E-30,-18.493328,58.210945,1.64578197,ZBP1,Z-DNA binding protein 1
7911413,8.69E-33,1.37E-34,-21.574974,68.317625,1.64543236,TNFRSF4,TNF receptor superfamily member 4
8072108,1.11E-29,2.56E-31,-19.238523,60.753528,1.64341659,ASPHD2,aspartate beta-hydroxylase domain containing 2
8084045,1.59E-28,4.28E-30,-18.409982,57.922492,1.6413189,MFN1,mitofusin 1
7995825,5.76E-29,1.45E-30,-18.725624,59.010547,1.62900923,MT1F,metallothionein 1F
8143279,1.29E-47,2.87E-50,-35.969275,104.43681,1.62633697,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
8137414,9.78E-41,5.40E-43,-28.541441,87.719075,1.62120476,NUB1,negative regulator of ubiquitin like proteins 1
8042942,2.45E-23,1.22E-24,-14.977516,45.29858,1.61452714,HK2,hexokinase 2
7932160,5.42E-21,3.61E-22,-13.544028,39.585854,1.61063576,FAM107B,family with sequence similarity 107 member B
7934133,1.52E-24,6.50E-26,-15.744753,48.249039,1.60781823,PPA1,pyrophosphatase (inorganic) 1
8018731,2.45E-29,5.92E-31,-18.989572,59.911362,1.60424353,RHBDF2,rhomboid 5 homolog 2
7945462,5.37E-45,1.97E-47,-32.895534,97.928526,1.60396529,IRF7,interferon regulatory factor 7
8112409,1.04E-25,3.90E-27,-16.498852,51.075996,1.60333379,SGTB,small glutamine rich tetratricopeptide repeat containing beta
8088054,9.24E-42,4.79E-44,-29.526488,90.141257,1.59335601,TMEM110-MUSTN1///TMEM110,TMEM110-MUSTN1 readthrough///transmembrane protein 110
7962146,8.30E-25,3.44E-26,-15.913209,48.886808,1.59116406,FAM60A,family with sequence similarity 60 member A
8111941,5.84E-24,2.70E-25,-15.369829,46.816623,1.58859657,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1
8073081,1.44E-40,8.14E-43,-28.377121,87.308137,1.58712793,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
8111698,2.90E-43,1.27E-45,-31.057139,93.770713,1.58426679,RICTOR,RPTOR independent companion of MTOR complex 2
7945962,3.66E-40,2.28E-42,-27.969042,86.278858,1.58319414,TRIM21,tripartite motif containing 21
8101304,6.18E-17,6.30E-18,-11.215621,29.784265,1.57385102,RASGEF1B,RasGEF domain family member 1B
8001531,4.73E-32,8.30E-34,-20.999376,66.509543,1.57341915,MT1G,metallothionein 1G
8014700,1.33E-30,2.80E-32,-19.906056,62.976473,1.56848046,C17orf96,chromosome 17 open reading frame 96
8097128,1.49E-23,7.23E-25,-15.113827,45.828255,1.56808344,EXOSC9,exosome component 9
7930074,2.24E-33,3.19E-35,-22.049137,69.781027,1.56754984,NFKB2,nuclear factor kappa B subunit 2
8003298,6.57E-22,3.89E-23,-14.098001,41.824185,1.56650439,SLC7A5,solute carrier family 7 member 5
8169473,5.14E-20,3.74E-21,-12.972708,37.237977,1.5602397,PLS3,plastin 3
7964119,6.86E-42,3.46E-44,-29.661713,90.468363,1.56006076,STAT2,signal transducer and activator of transcription 2
7937940,2.31E-19,1.80E-20,-12.593602,35.658556,1.55651091,OR52K3P,olfactory receptor family 52 subfamily K member 3 pseudogene
8157362,7.72E-34,1.05E-35,-22.414911,70.894186,1.55389174,ZNF618,zinc finger protein 618
8131957,1.38E-19,1.05E-20,-12.723013,36.199589,1.55044466,SNX10,sorting nexin 10
8172220,1.99E-08,4.50E-09,-6.601073,9.436215,1.54834239,NDP,"NDP, norrin cystine knot growth factor"
7904452,8.77E-23,4.67E-24,-14.63399,43.953207,1.54722102,FAM72A///FAM72D///FAM72B,family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8097553,2.61E-40,1.57E-42,-28.115001,86.648445,1.54614765,IL15,interleukin 15
8172425,2.75E-37,2.34E-39,-25.339301,79.330547,1.54314251,SLC38A5,solute carrier family 38 member 5
8132503,1.62E-34,1.98E-36,-22.973882,72.569435,1.54187516,STK17A,serine/threonine kinase 17a
7965652,3.71E-36,3.67E-38,-24.352475,76.572359,1.53873855,CDK17,cyclin dependent kinase 17
8123129,8.51E-29,2.19E-30,-18.60535,58.597342,1.53693987,WTAP,Wilms tumor 1 associated protein
8084589,4.96E-22,2.90E-23,-14.17143,42.117997,1.53567162,MAP3K13,mitogen-activated protein kinase kinase kinase 13
7969986,3.98E-40,2.49E-42,-27.933449,86.188485,1.53385324,TNFSF13B,tumor necrosis factor superfamily member 13b
8055702,4.19E-22,2.44E-23,-14.215435,42.293749,1.53228862,NMI,N-myc and STAT interactor
8037775,3.66E-27,1.16E-28,-17.469822,54.610624,1.52411929,PTGIR,prostaglandin I2 (prostacyclin) receptor (IP)
8157264,5.41E-46,1.54E-48,-34.065356,100.46786,1.52369082,SLC31A2,solute carrier family 31 member 2
7987405,6.32E-20,4.65E-21,-12.920173,37.020112,1.51849142,RASGRP1,RAS guanyl releasing protein 1
8042211,1.33E-25,5.06E-27,-16.428177,50.814109,1.51412051,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
8047401,2.57E-25,1.00E-26,-16.243369,50.126316,1.51394184,CFLAR,CASP8 and FADD like apoptosis regulator
7902512,5.49E-27,1.77E-28,-17.35061,54.182967,1.5013212,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4
8047403,1.33E-29,3.11E-31,-19.180306,60.557233,1.49937726,CASP10,caspase 10
8112331,5.72E-28,1.65E-29,-18.021583,56.567288,1.49615716,ISCA1,iron-sulfur cluster assembly 1
7935337,6.51E-19,5.36E-20,-12.333431,34.565058,1.49107986,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1
8082075,1.13E-47,2.46E-50,-36.044618,104.589893,1.48890879,DTX3L,deltex E3 ubiquitin ligase 3L
7904482,1.11E-50,1.77E-53,-39.75412,111.78245,1.48618504,SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
8154178,1.66E-33,2.33E-35,-22.151897,70.095128,1.4845033,JAK2,Janus kinase 2
8004184,5.53E-26,1.98E-27,-16.682778,51.75459,1.47879124,XAF1,XIAP associated factor 1
7999476,3.73E-22,2.15E-23,-14.247001,42.419673,1.46624639,,
8147742,4.03E-19,3.24E-20,-12.453589,35.071035,1.46038472,,
7956908,3.65E-27,1.15E-28,-17.471797,54.617695,1.46016324,,
7948229,6.93E-21,4.67E-22,-13.480899,39.32837,1.4591733,SLC43A3///PRG2,"solute carrier family 43 member 3///proteoglycan 2, pro eosinophil major basic protein"
7953749,1.42E-17,1.35E-18,-11.573015,31.326648,1.45677944,CLEC4D,C-type lectin domain family 4 member D
7929132,8.50E-37,7.59E-39,-24.913794,78.151867,1.44689318,PCGF5,polycomb group ring finger 5
7909661,4.46E-28,1.27E-29,-18.096935,56.831629,1.44594962,RPS6KC1,ribosomal protein S6 kinase C1
8169995,9.94E-37,8.99E-39,-24.853252,77.982864,1.43863779,FAM122C,family with sequence similarity 122C
8156897,2.85E-31,5.64E-33,-20.398753,64.584918,1.43810924,MSANTD3-TMEFF1///MSANTD3,MSANTD3-TMEFF1 readthrough///Myb/SANT DNA binding domain containing 3
7897449,1.01E-40,5.60E-43,-28.527098,87.683288,1.43674926,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
8112841,4.11E-23,2.10E-24,-14.838207,44.754806,1.43612199,HOMER1,homer scaffolding protein 1
8116622,1.89E-45,6.10E-48,-33.429997,99.098573,1.43454597,RIPK1,receptor interacting serine/threonine kinase 1
7958828,1.12E-43,4.74E-46,-31.484219,94.7556,1.43433134,TRAFD1,TRAF-type zinc finger domain containing 1
7965964,1.44E-26,4.85E-28,-17.070534,53.171318,1.43361047,SLC41A2,solute carrier family 41 member 2
8004784,2.37E-12,3.72E-13,-8.725799,18.788643,1.43213245,ALOX15B,"arachidonate 15-lipoxygenase, type B"
7904469,1.93E-45,6.29E-48,-33.416208,99.068597,1.42777999,SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)///SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
8066939,1.11E-32,1.78E-34,-21.490218,68.053585,1.42174384,B4GALT5,"beta-1,4-galactosyltransferase 5"
7995806,1.72E-23,8.42E-25,-15.074237,45.674662,1.42059445,MT1A,metallothionein 1A
8039212,1.39E-10,2.59E-11,-7.77519,14.560161,1.41799628,LILRB2,leukocyte immunoglobulin like receptor B2
8145317,9.21E-08,2.23E-08,-6.227943,7.852685,1.41590426,ADAMDEC1,ADAM like decysin 1
7961075,3.91E-13,5.69E-14,-9.146308,20.663884,1.41266474,CD69,CD69 molecule
8025103,1.74E-10,3.26E-11,-7.722997,14.329264,1.41110639,ADGRE1,adhesion G protein-coupled receptor E1
8025601,1.40E-34,1.68E-36,-23.02952,72.734497,1.41026745,ICAM1,intercellular adhesion molecule 1
7961142,8.03E-10,1.59E-10,-7.365302,12.752988,1.40917548,OLR1,oxidized low density lipoprotein receptor 1
8094169,7.34E-33,1.13E-34,-21.637241,68.511128,1.40545931,CPEB2,cytoplasmic polyadenylation element binding protein 2
8127778,1.09E-32,1.74E-34,-21.49801,68.07789,1.40226827,FAM46A,family with sequence similarity 46 member A
8031223,2.49E-16,2.68E-17,-10.881377,28.331139,1.40221357,LILRB1,leukocyte immunoglobulin like receptor B1
8040190,1.74E-40,1.01E-42,-28.291785,87.093933,1.40039425,GRHL1,grainyhead like transcription factor 1
7938035,8.62E-30,1.97E-31,-19.317364,61.018738,1.3949001,TRIM22,tripartite motif containing 22
8098611,7.67E-21,5.20E-22,-13.45437,39.220019,1.39253183,TLR3,toll like receptor 3
7903358,1.03E-14,1.30E-15,-9.996996,24.443955,1.38653827,VCAM1,vascular cell adhesion molecule 1
7995803,2.03E-34,2.53E-36,-22.891545,72.324605,1.38629804,MT1JP,"metallothionein 1J, pseudogene"
8118116,6.45E-39,4.54E-41,-26.808534,83.281661,1.38104403,MICB,MHC class I polypeptide-related sequence B
8105463,9.91E-46,3.01E-48,-33.755066,99.80204,1.37847303,GPBP1,GC-rich promoter binding protein 1
7970892,1.13E-22,6.09E-24,-14.566467,43.686999,1.37741987,N4BP2L1,NEDD4 binding protein 2 like 1
7974425,5.73E-26,2.06E-27,-16.672161,51.715533,1.37588429,SAMD4A,sterile alpha motif domain containing 4A
7951004,2.07E-26,7.08E-28,-16.965621,52.789856,1.37261297,SMCO4,single-pass membrane protein with coiled-coil domains 4
7969129,3.84E-32,6.62E-34,-21.071127,66.736849,1.36681543,PHF11,PHD finger protein 11
8047161,2.52E-37,2.13E-39,-25.374008,79.42599,1.36573619,NABP1,nucleic acid binding protein 1
8154227,1.23E-20,8.45E-22,-13.33511,38.731878,1.36169464,,
7921652,2.60E-18,2.28E-19,-11.990808,33.113522,1.36151176,SLAMF1,signaling lymphocytic activation molecule family member 1
8122660,5.27E-11,9.45E-12,-8.001245,15.562287,1.36114357,UST,uronyl 2-sulfotransferase
8085665,1.41E-30,3.00E-32,-19.884845,62.906619,1.35589509,RFTN1,"raftlin, lipid raft linker 1"
7991777,9.74E-24,4.62E-25,-15.230126,46.278297,1.35187993,C4orf46,chromosome 4 open reading frame 46
7957551,2.11E-21,1.33E-22,-13.790758,40.58748,1.34889724,SOCS2,suppressor of cytokine signaling 2
7939751,1.74E-17,1.67E-18,-11.523413,31.113322,1.34688258,NR1H3,nuclear receptor subfamily 1 group H member 3
8006433,6.24E-11,1.13E-11,-7.961475,15.385761,1.34660163,CCL2///CCL2,C-C motif chemokine ligand 2///C-C motif chemokine ligand 2
8031238,1.84E-15,2.14E-16,-10.406264,26.249716,1.34545245,LILRB4,leukocyte immunoglobulin like receptor B4
8090193,6.18E-15,7.64E-16,-10.117407,24.976316,1.34474775,HEG1,heart development protein with EGF like domains 1
7912157,3.20E-16,3.49E-17,-10.82127,28.068802,1.34460325,ERRFI1,ERBB receptor feedback inhibitor 1
8030128,6.41E-39,4.49E-41,-26.812983,83.293353,1.3429465,PPP1R15A,protein phosphatase 1 regulatory subunit 15A
8036207,8.35E-35,9.88E-37,-23.210526,73.269417,1.34187038,NFKBID,NFKB inhibitor delta
8115831,1.81E-23,8.90E-25,-15.05995,45.619183,1.34151546,DUSP1,dual specificity phosphatase 1
8025053,4.51E-23,2.33E-24,-14.812359,44.653638,1.34017506,TNFSF9,tumor necrosis factor superfamily member 9
8180366,1.86E-09,3.83E-10,-7.166132,11.880908,1.33914521,TARP,TCR gamma alternate reading frame protein
8180367,1.86E-09,3.83E-10,-7.166132,11.880908,1.33914521,TARP,TCR gamma alternate reading frame protein
8007188,4.26E-46,1.20E-48,-34.183216,100.719333,1.33914294,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
7978644,9.75E-37,8.78E-39,-24.86155,78.006049,1.33871587,NFKBIA,NFKB inhibitor alpha
8180256,8.36E-24,3.93E-25,-15.272407,46.441484,1.33482752,FAM60A,family with sequence similarity 60 member A
7928308,1.38E-10,2.57E-11,-7.776548,14.566172,1.33105058,DDIT4,DNA damage inducible transcript 4
8132347,2.80E-32,4.73E-34,-21.177876,67.074013,1.33101834,GPR141,G protein-coupled receptor 141
8078729,6.26E-47,1.53E-49,-35.1581,102.769789,1.32897135,MYD88,myeloid differentiation primary response 88
7956894,3.91E-24,1.78E-25,-15.479634,47.237994,1.32858986,HELB,DNA helicase B
8083876,3.64E-18,3.23E-19,-11.908454,32.762735,1.32611253,SKIL,SKI-like proto-oncogene
8019486,1.09E-16,1.13E-17,-11.080856,29.199563,1.32606197,SECTM1,secreted and transmembrane 1
8123678,1.06E-36,9.67E-39,-24.827082,77.909709,1.32361234,PXDC1,PX domain containing 1
8073039,4.67E-47,1.11E-49,-35.313822,103.092517,1.32348116,GTPBP1,GTP binding protein 1
8162236,2.28E-40,1.35E-42,-28.174761,86.799301,1.32063973,SEMA4D,semaphorin 4D
7951077,1.10E-16,1.15E-17,-11.076452,29.18043,1.31418817,SESN3,sestrin 3
8048926,9.08E-29,2.35E-30,-18.584451,58.525368,1.31115467,SP140L,SP140 nuclear body protein like
8145136,3.81E-34,4.98E-36,-22.664553,71.646195,1.30471816,PPP3CC,protein phosphatase 3 catalytic subunit gamma
7981068,4.42E-20,3.20E-21,-13.010481,37.39442,1.30234221,SERPINA1,serpin family A member 1
8129985,2.53E-32,4.22E-34,-21.214332,67.188877,1.30226087,PLAGL1,PLAG1 like zinc finger 1
7923907,8.93E-10,1.78E-10,-7.339809,12.641119,1.30220635,IL10,interleukin 10
7948274,4.62E-49,8.38E-52,-37.736181,107.951346,1.29975456,UBE2L6,ubiquitin conjugating enzyme E2 L6
8041447,3.05E-16,3.31E-17,-10.833356,28.121575,1.29655847,CRIM1,cysteine rich transmembrane BMP regulator 1
7903786,2.27E-14,2.96E-15,-9.811428,23.621965,1.29555674,CSF1,colony stimulating factor 1
8151334,4.56E-26,1.61E-27,-16.740143,51.965369,1.29458055,MSC,musculin
8113214,1.84E-30,3.96E-32,-19.800722,62.629075,1.29303561,GLRX,glutaredoxin
7910950,4.21E-23,2.16E-24,-14.831175,44.727291,1.29116623,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
8125483,1.90E-36,1.79E-38,-24.60671,77.291269,1.28694231,TAP2,"transporter 2, ATP binding cassette subfamily B member"
8107520,7.78E-25,3.21E-26,-15.931843,48.95713,1.28542457,TNFAIP8,TNF alpha induced protein 8
7951397,5.03E-33,7.60E-35,-21.76606,68.910169,1.28245311,CASP1,caspase 1
8097973,4.94E-15,6.05E-16,-10.170348,25.210104,1.28149254,GUCY1B3,guanylate cyclase 1 soluble subunit beta
8111677,2.21E-18,1.92E-19,-12.030744,33.283371,1.2805389,LIFR,leukemia inhibitory factor receptor alpha
8063386,1.81E-14,2.34E-15,-9.864708,23.858154,1.27521203,CEBPB,CCAAT/enhancer binding protein beta
7900146,1.65E-30,3.53E-32,-19.835417,62.74364,1.27297396,ZC3H12A,zinc finger CCCH-type containing 12A
7914904,1.99E-35,2.16E-37,-23.7327,74.794939,1.27222346,STK40,serine/threonine kinase 40
8100994,7.51E-13,1.12E-13,-8.994242,19.985919,1.27122121,CXCL2,C-X-C motif chemokine ligand 2
8145440,1.10E-22,5.93E-24,-14.573036,43.712922,1.27045217,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha
8103011,3.81E-35,4.28E-37,-23.496307,74.107539,1.2690494,OTUD4,OTU deubiquitinase 4
8178841,3.30E-37,2.85E-39,-25.26834,79.13508,1.26616886,TAP2,"transporter 2, ATP binding cassette subfamily B member"
7989094,7.85E-14,1.07E-14,-9.521417,22.334063,1.26610192,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
8161211,3.35E-28,9.43E-30,-18.181994,57.129196,1.2658689,PAX5,paired box 5
7929032,6.30E-15,7.80E-16,-10.112721,24.955612,1.26381668,FAS,Fas cell surface death receptor
7903294,3.57E-40,2.21E-42,-27.981078,86.309395,1.26216965,MFSD14A,major facilitator superfamily domain containing 14A
7975416,2.41E-28,6.64E-30,-18.283022,57.481497,1.26175997,PCNX1,pecanex homolog 1 (Drosophila)
7899455,2.84E-38,2.12E-40,-26.227519,81.740705,1.26050838,PHACTR4,phosphatase and actin regulator 4
8099029,1.98E-23,9.81E-25,-15.034726,45.521173,1.25998165,TNIP2,TNFAIP3 interacting protein 2
8094259,2.65E-28,7.34E-30,-18.254345,57.381619,1.2595308,LAP3,leucine aminopeptidase 3
8077458,5.98E-27,1.94E-28,-17.325164,54.091457,1.25843508,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1
7910694,5.46E-25,2.19E-26,-16.033312,49.339304,1.25707997,EDARADD,EDAR associated death domain
8140709,2.28E-20,1.60E-21,-13.178461,38.088073,1.25579716,KIAA1324L,KIAA1324 like
7951554,7.88E-20,5.83E-21,-12.865488,36.792987,1.25131183,RDX,radixin
7904050,1.82E-37,1.52E-39,-25.497658,79.765174,1.25034178,MOV10,Mov10 RISC complex RNA helicase
7951133,1.05E-42,4.69E-45,-30.498304,92.463957,1.2497971,MAML2///MAML2,mastermind like transcriptional coactivator 2///mastermind like transcriptional coactivator 2
8139456,1.01E-16,1.05E-17,-11.09692,29.269346,1.24669334,SNORA9///SNHG15,"small nucleolar RNA, H/ACA box 9///small nucleolar RNA host gene 15"
7902104,2.20E-23,1.09E-24,-15.007156,45.413956,1.2452833,PDE4B,phosphodiesterase 4B
8113577,2.99E-31,5.94E-33,-20.382672,64.532846,1.24279253,TRIM36,tripartite motif containing 36
7952335,2.10E-27,6.43E-29,-17.635044,55.200441,1.24183457,SNORD14E,"small nucleolar RNA, C/D box 14E"
7967202,9.83E-24,4.67E-25,-15.227303,46.267395,1.23795848,RHOF,"ras homolog family member F, filopodia associated"
8131387,2.09E-48,4.26E-51,-36.913578,106.334479,1.23441792,USP42,ubiquitin specific peptidase 42
8143471,5.10E-12,8.31E-13,-8.545949,17.986621,1.23352144,CLEC5A,C-type lectin domain family 5 member A
8108080,2.78E-39,1.89E-41,-27.14501,84.161563,1.2296101,JADE2,jade family PHD finger 2
8063497,1.72E-13,2.43E-14,-9.337292,21.514729,1.22930181,CASS4,Cas scaffolding protein family member 4
7978595,1.41E-38,1.03E-40,-26.49859,82.463072,1.22529098,BAZ1A,bromodomain adjacent to zinc finger domain 1A
8154962,4.50E-21,2.97E-22,-13.591898,39.780775,1.22330658,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
8012958,1.62E-41,8.60E-44,-29.286194,89.556813,1.21963028,UBE2S,ubiquitin conjugating enzyme E2 S
8119161,3.13E-15,3.76E-16,-10.278491,25.687116,1.21841452,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase"
7940160,8.74E-26,3.21E-27,-16.551493,51.27065,1.21582607,DTX4,deltex E3 ubiquitin ligase 4
8113616,1.19E-33,1.64E-35,-22.267943,70.448547,1.21513353,FEM1C,fem-1 homolog C
8037374,7.53E-26,2.73E-27,-16.595495,51.433089,1.21293379,PLAUR,"plasminogen activator, urokinase receptor"
7953993,2.02E-29,4.85E-31,-19.048542,60.111502,1.21275582,BCL2L14,BCL2 like 14
8174767,4.92E-27,1.57E-28,-17.383798,54.302201,1.20836847,TMEM255A,transmembrane protein 255A
8009526,3.46E-23,1.76E-24,-14.883541,44.932031,1.20705885,SSTR2,somatostatin receptor 2
8078442,5.52E-22,3.24E-23,-14.14382,42.0076,1.2067627,CCR4,C-C motif chemokine receptor 4
8161701,1.13E-11,1.91E-12,-8.359937,17.157665,1.20523399,TMEM2,transmembrane protein 2
8050427,1.35E-25,5.13E-27,-16.424142,50.799139,1.20501434,FAM49A,family with sequence similarity 49 member A
8081431,2.22E-14,2.90E-15,-9.815879,23.641698,1.20287508,ALCAM,activated leukocyte cell adhesion molecule
